Sample	type	UAR.X	UAR.Y
N1787	XY	5.044226859	0.042408992
N1788	XY	4.856361368	0.06842935
N1789	XY	4.875093901	0.063429504
N1790	XY	4.744864829	0.080647043
N1791	XY	4.961310183	0.053520353
N1792	XY	4.851551816	0.070733652
N1793	XY	4.959066199	0.056748006
N1794	XY	4.797419156	0.067814052
N1795	XY	4.517846242	0.106306583
N1796	XY	4.73159572	0.077953653
N1797	XY	4.766422846	0.073270802
N1798	XY	4.808832059	0.072060053
N1799	XY	4.704323106	0.081227356
N1800	XY	4.830261996	0.066133511
N1801	XY	4.670656606	0.086340793
N1802	XY	4.733816529	0.073129115
N1803	XY	4.614596737	0.094375745
N1804	XY	4.758878456	0.07376079
N1805	XY	4.763892996	0.075060236
N1806	XY	4.647468528	0.091185328
N1807	XY	4.311522411	0.122241262
N1808	XY	4.62010902	0.09753106
N1809	XY	4.74696163	0.080373215
N1810	XY	5.027398879	0.045799436
N1811	XY	4.745538862	0.082315228
N1812	XY	4.900177691	0.063479603
N1813	XY	4.946850908	0.065480491
N1814	XY	4.934035163	0.06112473
N1815	XY	4.613916588	0.093469779
N1816	XY	4.918867185	0.056643527
N1817	XY	4.50496709	0.105149895
N1818	XY	4.738056059	0.076709812
N1819	XY	4.658238696	0.089274272
N1820	XY	5.019009165	0.049611095
N1821	XY	5.048190715	0.048407247
N1822	XY	4.897397295	0.06059791
N1823	XY	4.683573333	0.083093225
N1824	XY	4.624136283	0.094787846
N1825	XY	5.172703285	0.041177095
N1826	XY	4.312109602	0.124580845
N1827	XY	4.592501364	0.090976648
N1828	XY	4.481000663	0.105663125
N1829	XY	4.654735944	0.089274157
N1830	XY	4.797608935	0.07593739
N1831	XY	4.609941507	0.089032488
N1832	XY	4.775496084	0.081570293
N1833	XY	4.860413758	0.065165881
N1834	XY	4.834452539	0.068970615
N1835	XY	4.881296327	0.059899129
N1836	XY	4.842080288	0.06928765
N1837	XY	4.729869265	0.081277679
N1838	XY	4.874389972	0.067294333
N1839	XY	4.769143366	0.080302667
N1840	XY	4.641539533	0.093774265
N1841	XY	4.421721574	0.113232403
N1842	XY	4.924256585	0.060953962
N1843	XY	5.019406819	0.052920011
N1844	XY	4.803357588	0.077866086
N1845	XY	4.701237947	0.086334384
N1846	XY	4.698250727	0.087567187
N1847	XY	4.770188331	0.075747522
N1848	XY	4.849881097	0.06586764
N1849	XY	4.724954766	0.08719804
N1850	XY	4.769269167	0.074472717
N1851	XY	4.52476235	0.100354719
N1852	XY	4.781868897	0.074281676
N1853	XY	4.550717216	0.103567986
N1854	XY	4.937164069	0.065123672
N1855	XY	4.728852678	0.078454937
N1856	XY	4.706382002	0.077547726
N1857	XY	4.681175621	0.083681694
N1858	XY	4.814312775	0.065819759
N1859	XY	4.660083867	0.088450199
N1860	XY	4.757374495	0.08790341
N1861	XY	4.834305826	0.062789066
N1862	XY	5.021002059	0.054784389
N1863	XY	4.618219559	0.092168967
N1864	XY	4.779742539	0.074960239
N1865	XY	4.745276656	0.082032808
N1866	XY	4.90401746	0.064050505
N1867	XY	4.692810027	0.088996708
N1868	XY	4.415970522	0.115177016
N1869	XY	4.834079545	0.075435089
N1870	XY	5.032026113	0.052508111
N1871	XY	4.753369295	0.079764897
N1872	XY	4.854670964	0.065933053
N1873	XY	4.739893723	0.082989044
N1874	XY	4.638540404	0.086798353
N1875	XY	4.95567182	0.061488708
N1876	XY	4.710925152	0.080462091
N1877	XY	4.801477758	0.077467745
N1878	XY	4.684358899	0.088759822
N1879	XY	4.648483436	0.090335643
N1880	XY	4.861070128	0.055832885
N1881	XY	4.726501948	0.077020891
N1882	XY	4.787089204	0.070550321
N1883	XY	4.434459147	0.115179767
N1884	XY	4.851229232	0.072537143
N1885	XY	4.68277589	0.087796018
N1886	XY	4.655616702	0.091881863
N1887	XY	4.777544723	0.084104349
N1888	XY	4.732132595	0.079554699
N1889	XY	4.695906546	0.076673333
N1890	XY	4.795295313	0.074751719
N1891	XY	4.652796927	0.09081321
N1892	XY	4.748995576	0.081451199
N1893	XY	4.564828508	0.098584821
N1894	XY	4.957713187	0.051526957
N1895	XY	4.742238309	0.082209654
N1896	XY	4.885708623	0.068765241
N1897	XY	4.959683977	0.05968681
N1898	XY	4.44299672	0.114780606
N1899	XY	4.593463645	0.093803179
N1900	XY	4.885906245	0.071251402
N1901	XY	4.21409169	0.138802435
N1902	XY	4.508918845	0.110905606
N1903	XY	4.786799495	0.078972218
N1904	XY	4.770421291	0.078325764
N1905	XY	4.761238355	0.072306921
N1906	XY	4.884211253	0.062900577
N1907	XY	4.709218046	0.0864123
N1908	XY	4.761590179	0.075935258
N1909	XY	4.839590479	0.060157221
N1910	XY	4.721632152	0.080330993
N1911	XY	4.70008316	0.093298055
N1912	XY	4.859011354	0.064640435
N1913	XY	4.748538818	0.078590685
N1914	XY	4.431951616	0.111215003
N1915	XY	4.572411612	0.103680691
N1916	XY	2.860489452	0.080002894
N1917	XY	4.779050349	0.072827451
N1918	XY	5.113746419	0.046280242
N1919	XY	4.635615329	0.100434668
N1920	XY	4.906369816	0.068493773
N1921	XY	4.696534402	0.089701568
N1922	XY	4.745986124	0.079906312
N1923	XY	4.773863829	0.081666545
N1924	XY	4.797423963	0.070371405
N1925	XY	4.781452394	0.072048049
N1926	XY	4.508328416	0.109501302
N1927	XY	4.901267623	0.066024713
N1928	XY	4.62368517	0.093823906
N1929	XY	4.977782287	0.051153574
N1930	XY	4.795296381	0.076293898
N1931	XY	4.921323213	0.059194546
N1932	XY	4.781880422	0.075598036
N1933	XY	4.727581986	0.073102032
N1934	XY	5.10527432	0.040494786
N1935	XY	5.008128044	0.052957274
N1936	XY	4.678474412	0.084248728
N1937	XY	4.852694115	0.056901813
N1938	XY	4.745750248	0.083841739
N1939	XY	4.778863524	0.068746601
N1940	XY	4.693654073	0.087062779
N1941	XY	4.832117449	0.07006723
N1942	XY	5.063768654	0.049645357
N1943	XY	4.68843177	0.089619935
N1944	XY	4.866044577	0.067464783
N1945	XY	4.657425152	0.091323982
N1946	XY	5.061326022	0.043344257
N1947	XY	4.696402536	0.091595358
N1948	XY	4.722637378	0.085543868
N1949	XY	4.835798055	0.065430887
N1950	XY	4.900512227	0.065213231
N1951	XY	4.820193168	0.071973074
N1952	XY	4.501387328	0.109793066
N1953	XY	4.611838996	0.091469426
